ID;OLT;Hora;F/S/P;ONT ID;MAC;CLIENTE;S/N;RX (dBm);TX (dBm);Status;Primária;Secundária;Porta Sec.;Descrição OLT;Mudanças
8050;95;2025-06-12 15:48:56.685728;0/1/14;17;A8:F5:AC:36:65:36;;48575443B10F0F9E;-22.67;2.34;online;A8F3;A8F3-S5;P6;A8F3S5 P6;Não
8052;95;2025-06-12 15:48:59.191968;0/1/14;18;48:D5:39:AA:3C:36;;48575443AA3C3582;-18.41;2.17;online;A8F83;A8F83-S5;P2;A8F83S5 P2;Não
8057;95;2025-06-12 15:49:00.779849;0/1/14;19;50:1D:93:69:1B:61;;4857544376A4169C;-17.69;2.37;online;AF83;AF83-S2;P13;AF83S2 P13;Não
8060;95;2025-06-12 15:49:02.358774;0/1/14;21;A0:8C:F8:B6:C6:29;;48575443B6C62893;-17.47;2.06;online;AF83;AF83-S2;P14;AF83S2 P14;Não
8062;95;2025-06-12 15:49:04.244127;0/1/14;22;40:EE:DD:A2:2D:AE;;485754438C64462B;-18.04;2.32;online;AF83;AF83-S6;P1;AF83S6 P1;Não
8738;95;2025-06-16 09:23:15.342717;0/1/15;0;58:60:5F:3B:6E:1B;;485754434EEAD69A;-17.62;2.02;online;A8F86;A8F86-S5;P1;A8F86S5 P1;Não
8741;95;2025-06-16 09:23:17.192284;0/1/15;1;70:C7:F2:10:3A:D0;;4857544305B3A693;-21.42;2.39;online;A8F86;A8F86-S5;P2;A8F86S5 P2;Não
8744;95;2025-06-16 09:23:18.720853;0/1/15;2;28:68:D2:4C:17:2D;;48575443FFAB12A6;-21.19;2.24;online;A8F86;A8F86-S6;P2;A8F86S6 P2;Não
8746;95;2025-06-16 09:23:20.857745;0/1/15;4;28:68:D2:4C:1D:5A;;48575443FFAB6FA6;-18.29;2.27;online;A8F86;A8F86-S6;P3;A8F86S6 P3;Não
8747;95;2025-06-16 09:23:21.385155;0/1/15;6;;;485754431A0B1D3C;;;offline;AF86;AF86-S7;P4;AF86S7 P4;Não
8656;95;2025-06-16 09:22:16.066617;0/1/2;1;68:4A:AE:D2:AA:62;;485754438C4F159B;-23.46;2.27;online;AF17;AF17-S1;P1;AF17S1 P1;Não
8660;95;2025-06-16 09:22:18.223884;0/1/2;3;24:16:6D:D4:19:70;;4857544321D7569E;-23.28;1.89;online;A7F17;A7F17-S1;P12;A7F17S1 P12;Não
8662;95;2025-06-16 09:22:21.049868;0/1/2;4;48:FD:8E:81:FD:57;;485754434E16969A;-22.36;2.0;online;AF17;AF17-S4;P1;AF17S4 P1;Não
8658;95;2025-06-16 09:22:17.809009;0/1/3;0;A4:BE:2B:E1:35:B7;;48575443EFEE6E9C;-11.96;2.22;online;A7F14;A7F14-S7;P1;A7F14S7 P1;Não
8663;95;2025-06-16 09:22:21.945615;0/1/4;0;FC:1B:D1:CC:C9:4D;;48575443A2A97FA3;-22.44;2.16;online;AF71;AF71-S3;P1;AF71S3 P1;Não
8664;95;2025-06-16 09:22:24.125597;0/1/4;1;60:9B:B4:A1:7E:E1;;485754437C0960AF;-18.24;2.41;online;8F71;8F71-S4;P1;8F71S4 P1;Não
8665;95;2025-06-16 09:22:25.671876;0/1/4;2;7C:C3:85:4D:C9:26;;485754430A12DE9E;-18.92;2.26;online;A8F71;A8F71-S6;P6;A8F71S6 P6;Não
8666;95;2025-06-16 09:22:26.208491;0/1/4;4;;;48575443B42F859E;;;offline;A8F71;A8F71-S6;P16;A8F71S6 P16;Não
8667;95;2025-06-16 09:22:27.779547;0/1/4;6;DC:99:14:5D:72:68;;485754430A46679D;-20.7;2.29;online;A8F71;A8F71-S1;P3;A8F71S1 P3;Não
8669;95;2025-06-16 09:22:29.975246;0/1/4;7;D4:B1:10:3F:6D:C1;;4857544386A2C89B;-19.91;2.29;online;A8F71;A8F71-S1-B;P15;A8F71S1-B P15;Não
8670;95;2025-06-16 09:22:30.520317;0/1/4;8;;;4857544318463581;;;offline;A8F71;A8F71-S6;P13;A8F71S6 P13;Não
8673;95;2025-06-16 09:22:32.967572;0/1/4;10;48:D5:39:AB:CB:F6;;48575443C941A36F;-19.58;2.23;online;AF71;AF71-S2;P1;AF71S2 P1;Não
8677;95;2025-06-16 09:22:34.830120;0/1/4;12;3C:78:43:F9:E7:CD;;48575443326ABA9D;-19.66;2.13;online;AF71;AF71-S1-B;P13;AF71S1-B P13;Não
8682;95;2025-06-16 09:22:36.682979;0/1/4;13;B4:43:26:91:87:6D;;48575443FB4B599C;-19.35;2.26;online;A8F71;A8F71-S6;P11;A8F71S6 P11;Não
8687;95;2025-06-16 09:22:38.284310;0/1/4;14;84:A9:C4:05:3F:06;;485754432FF4053B;-26.38;2.29;online;AF71;AF71-S6;P12;AF71S6 P12;Não
8691;95;2025-06-16 09:22:40.136473;0/1/4;15;34:6A:C2:38:CC:45;;485754432B4BB69B;-27.96;1.9;online;AF71;AF71-S1-A;P4;AF71S1-A P4;Não
8697;95;2025-06-16 09:22:42.281758;0/1/4;16;D4:B1:10:44:82:36;;48575443B51E909E;-19.03;2.21;online;A8F71;A8F71-S6;P4;A8F71S6 P4;Não
8701;95;2025-06-16 09:22:45.332774;0/1/4;17;6C:26:36:84:1E:8A;;48575443949223AC;-18.73;2.23;online;AF71;AF71-S1-B;P14;AF71S1-B P14;Não
8702;95;2025-06-16 09:22:45.883795;0/1/4;18;;;485754438CA7B89B;;;offline;A8F71;A8F71-S6;P15;A8F71S6 P15;Não
8704;95;2025-06-16 09:22:48.033557;0/1/4;19;28:B4:48:18:A0:2B;;48575443E47D499A;-17.57;2.29;online;A8F71;A8F71-S1-A;P5;A8F71S1-A P5;Não
8706;95;2025-06-16 09:22:48.593382;0/1/4;20;;;4857544387D9E0A3;;;offline;A8F71;A8F71-S6;P7;A8F71S6 P7;Não
8708;95;2025-06-16 09:22:50.151804;0/1/4;21;88:66:39:A9:AE:5A;;48575443A9AE5995;-18.73;2.26;online;AF71;AF71-S6;P1;AF71S6 P1;Não
8710;95;2025-06-16 09:22:51.999018;0/1/4;22;F0:33:E5:65:51:49;;485754438CAB822B;-18.96;2.17;online;A8F71;A8F71-S6;P13;A8F71S6 P13;Não
8713;95;2025-06-16 09:22:53.861835;0/1/4;23;60:DE:F3:3E:34:90;;4857544331C2009C;-18.44;2.36;online;AF71;AF71-S2;P6;AF71S2 P6;Não
8716;95;2025-06-16 09:22:55.771141;0/1/4;25;A4:C6:4F:5E:30:75;;485754435E30748C;-18.76;2.26;online;AF71;AF71-S6;P5;AF71S6 P5;Não
8396;95;2025-06-16 09:15:31.880517;0/1/5;0;;;48575443B2C05C8D;;;offline;A7F26;A7F26-S8;P6;A7F26S8 P6;Não
8397;95;2025-06-16 09:15:33.736252;0/1/5;1;48:57:02:6A:83:F2;;4857544389461E9D;-22.92;2.19;online;AF26;AF26-S8;P8;AF26S8 P8;Não
8398;95;2025-06-16 09:15:35.580210;0/1/5;2;A0:F4:79:E2:31:48;;485754434C515D9F;-19.91;2.27;online;A7F26;A7F26-S6;P2;A7F26S6 P2;Não
8399;95;2025-06-16 09:15:36.108956;0/1/5;3;;;48575443A84EB49D;;;offline;AF26;AF26-S1;P1;AF26S1 P1;Não
8400;95;2025-06-16 09:15:37.643162;0/1/5;4;04:25:C5:25:D1:8B;;4857544325D18A91;-21.55;2.37;online;A7F26;A7F26-S8;P4;A7F26S8 P4;Não
8401;95;2025-06-16 09:15:38.171059;0/1/5;5;;;48575443413043AC;;;offline;A7F26;A7F26-S6;P4;A7F26S6 P4;Não
8404;95;2025-06-16 09:15:40.008248;0/1/5;6;48:FD:8E:97:2C:AF;;485754434EE7699A;-24.31;2.19;online;A7F26;A7F26-S2;P9;A7F26S2 P9;Não
8407;95;2025-06-16 09:15:41.839754;0/1/5;7;A4:BE:2B:59:DF:FB;;48575443E4A66E9C;-28.54;2.29;online;A7F26;A7F26-S8;P2;A7F26S8 P2;Não
8411;95;2025-06-16 09:15:43.705027;0/1/5;8;7C:C3:85:72:61:1B;;4857544372611A9E;-20.86;1.94;online;AF26;AF26-S5;P2;AF26S5 P2;Não
8415;95;2025-06-16 09:15:45.244576;0/1/5;9;7C:C3:85:D4:99:E5;;48575443D499E49E;-22.0;2.26;online;A7F26;A7F26-S5;P1;A7F26S5 P1;Não
8419;95;2025-06-16 09:15:47.215428;0/1/5;10;7C:C3:85:8D:1F:BF;;485754438D1FBE9E;-22.59;2.28;online;AF26;AF26-S8;P15;AF26S8 P15;Não
8423;95;2025-06-16 09:15:49.363811;0/1/5;12;50:5D:AC:0C:F8:A3;;485754435864E39C;-19.43;2.3;online;A7F26;A7F26-S2;P5;A7F26S2 P5;Não
8426;95;2025-06-16 09:15:51.261669;0/1/5;14;FC:8F:7D:3C:EC:55;;485754434E0FB19A;-27.21;2.13;online;A7F26;A7F26-S2;P2;A7F26S2 P2;Não
8668;95;2025-06-16 09:22:28.284201;0/1/6;1;38:EB:47:E0:43:89;;48575443DB530EA3;-17.35;2.24;online;AF73;AF73-S2;P16;AF73S2 P16;Não
8671;95;2025-06-16 09:22:30.759364;0/1/6;2;7C:C3:85:AF:EB:74;;48575443AFEB739E;-17.07;2.06;online;A8F73;A8F73-S3;P2;A8F73S3 P2;Não
8672;95;2025-06-16 09:22:31.307221;0/1/6;3;;;485754439D009E9B;;;offline;AF73;AF73-S1;P5;AF73S1 P5;Não
8675;95;2025-06-16 09:22:33.451538;0/1/6;5;04:33:89:3B:05:1E;;48575443B736CE9D;-16.96;2.2;online;AF73;AF73-S2;P15;AF73S2 P15;Não
8679;95;2025-06-16 09:22:35.388869;0/1/6;6;0C:C6:CC:CD:A3:1C;;485754439D029C9B;-16.49;2.28;online;AF73;AF73-S1;P6;AF73S1 P6;Não
8683;95;2025-06-16 09:22:37.226127;0/1/6;7;24:A5:2C:5B:16:CE;;485754432E306670;-17.14;2.23;online;AF73;AF73-S3;P6;AF73S3 P6;Não
8689;95;2025-06-16 09:22:38.807894;0/1/6;8;7C:C3:85:4A:EA:1B;;485754434AEA1A9E;-19.66;2.12;online;A8F73;A8F73-S7;P3;A8F73S7 P3;Não
8693;95;2025-06-16 09:22:40.743106;0/1/6;9;50:6F:77:C5:45:B6;;48575443CDE0AC9B;-19.03;2.13;online;AF73;AF73-S1;P3;AF73S1 P3;Não
8695;95;2025-06-16 09:22:41.301846;0/1/6;10;;;4857544327E2799E;;;offline;A8F73;A8F73-S2;P4;A8F73S2 P4;Não
8698;95;2025-06-16 09:22:44.073276;0/1/6;11;F8:98:EF:01:C1:60;;48575443146F3A9C;-16.23;2.37;online;AF73;AF73-S7;P1;AF73S7 P1;Não
8699;95;2025-06-16 09:22:44.618793;0/1/6;14;;;48575443FD0FDB3C;;;offline;A8F73;A8F73-S1;P2;A8F73S1 P2;Não
8674;95;2025-06-16 09:22:33.308952;0/1/7;0;88:66:39:9F:FA:C3;;485754439C32483C;-20.91;2.16;online;A7F111;A7F111-S6;P1;A7F111S6 P1;Não
8678;95;2025-06-16 09:22:34.903106;0/1/7;1;C0:BF:C0:6D:0B:0C;;4857544304BB339A;-22.84;2.35;online;A7F111;A7F111-S8;P1;A7F111S8 P1;Não
8680;95;2025-06-16 09:22:35.435017;0/1/7;2;;;4857544391E4446E;;;offline;A7F111;A7F111-S7;P1;A7F111S7 P1;Não
8684;95;2025-06-16 09:22:37.273729;0/1/7;3;48:D5:39:A7:69:8E;;48575443A7698D82;-21.36;2.39;online;AF111;AF111-S2;P1;AF111S2 P1;Não
8690;95;2025-06-16 09:22:38.829563;0/1/7;4;7C:C3:85:99:22:BF;;485754439922BE9E;-21.8;2.36;online;A7F111;A7F111-S6;P2;A7F111S6 P2;Não
8694;95;2025-06-16 09:22:40.745614;0/1/7;5;A4:C6:4F:62:AE:27;;48575443D1F0853B;-26.38;2.02;online;A7F111;A7F111-S2;P2;A7F111S2 P2;Não
8676;95;2025-06-16 09:22:34.078810;0/1/8;0;7C:D9:A0:52:52:C5;;485754438D5C4FA4;-25.37;2.31;online;A7F112;A7F112-S7;P2;A7F112S7 P2;Não
8681;95;2025-06-16 09:22:35.637019;0/1/8;1;48:D5:39:A8:A5:0F;;48575443A8A50E82;-26.19;2.07;online;A7F112;A7F112-S7;P1;A7F112S7 P1;Não
8685;95;2025-06-16 09:22:37.521268;0/1/8;2;F4:E5:F2:D5:1C:CE;;48575443E08DD4A1;-22.92;2.21;online;A7F112;A7F112-S4;P2;A7F112S4 P2;Não
8686;95;2025-06-16 09:22:38.070800;0/1/8;3;;;485754437D586D9E;;;offline;A7F112;A7F112-S6;P2;A7F112S6 P2;Não
8688;95;2025-06-16 09:22:38.624947;0/1/8;4;;;48575443A2AB6CA3;;;offline;BUSCAR_NO_MK;N/A;N/A;BUSCAR_NO_MK;Não
8692;95;2025-06-16 09:22:40.538143;0/1/8;5;88:3F:D3:9C:E7:87;;48575443137AB88A;-23.87;2.05;online;A7F112;A7F112-S7;P4;A7F112S7 P4;Não
8696;95;2025-06-16 09:22:42.073862;0/1/8;7;70:79:90:B5:54:D3;;485754433DAFCB3B;-23.28;2.28;online;A7F112;A7F112-S2;P1;A7F112S2 P1;Não
8700;95;2025-06-16 09:22:44.829924;0/1/8;8;80:B5:75:B5:C4:B4;;48575443C508A49C;-23.87;1.92;online;A7F112;A7F112-S8;P1;A7F112S8 P1;Não
8703;95;2025-06-16 09:22:46.381536;0/1/8;9;D0:EF:C1:CB:50:F4;;485754433A4E5F9D;-25.37;2.31;online;A7F112;A7F112-S3;P4;A7F112S3 P4;Não
8705;95;2025-06-16 09:22:48.514704;0/1/8;10;04:25:C5:21:1D:AC;;48575443CC11CA8A;-22.84;2.3;online;A7F112;A7F112-S7;P7;A7F112S7 P7;Não
8707;95;2025-06-16 09:22:50.054450;0/1/8;11;A0:8C:F8:44:6B:9F;;48575443446B9E93;-24.31;2.22;online;AF112;AF112-S7;P5;AF112S7 P5;Não
8709;95;2025-06-16 09:22:51.888534;0/1/8;12;0C:C6:CC:CD:A2:E8;;485754439D02989B;-23.37;1.95;online;AF112;AF112-S6;P3;AF112S6 P3;Não
8712;95;2025-06-16 09:22:53.802460;0/1/8;13;28:B4:48:C8:8E:E2;;48575443F2B4CE9A;-23.66;2.33;online;A7F112;A7F112-S7;P11;A7F112S7 P11;Não
8715;95;2025-06-16 09:22:55.643988;0/1/8;15;A4:BE:2B:21:93:5A;;48575443DEF2AC9C;-25.37;1.94;online;AF112;AF112-S4;P8;AF112S4 P8;Não
8718;95;2025-06-16 09:22:56.188525;0/1/8;16;;;48575443FFAABAA6;;;offline;A7F112;A7F112-S7;P6;A7F112S7 P6;Não
8721;95;2025-06-16 09:22:58.025427;0/1/8;17;CC:BB:FE:EA:A4:6A;;48575443ECC5CA9D;-23.76;2.16;online;AF112;AF112-S3;P7;AF112S3 P7;Não
8723;95;2025-06-16 09:23:00.551683;0/1/8;18;28:B4:48:3C:C1:C3;;48575443E6BEE49A;-24.56;2.24;online;A7F112;A7F112-S8;P3;A7F112S8 P3;Não
8725;95;2025-06-16 09:23:02.096720;0/1/8;20;AC:75:1D:A8:14:7A;;485754437F2EF69D;-23.46;2.04;online;A7F112;A7F112-S3;P3;A7F112S3 P3;Não
8727;95;2025-06-16 09:23:03.642901;0/1/8;21;AC:75:1D:A7:2C:F7;;485754437F1D279D;-25.37;2.25;online;A7F112;A7F112-S2;P2;A7F112S2 P2;Não
8729;95;2025-06-16 09:23:05.204666;0/1/8;22;04:33:89:3B:37:63;;48575443B739C39D;-24.95;2.32;online;A7F112;A7F112-S4;P3;A7F112S4 P3;Não
8731;95;2025-06-16 09:23:07.421489;0/1/8;23;50:6F:77:C5:1C:A1;;48575443CDDD839B;-26.19;2.29;online;A7F112;A7F112-S7;P14;A7F112S7 P14;Não
8733;95;2025-06-16 09:23:09.343972;0/1/8;24;DC:99:14:72:6C:77;;485754430B9DDD9D;-23.46;2.27;online;A7F112;A7F112-S7;P15;A7F112S7 P15;Não
8735;95;2025-06-16 09:23:09.903334;0/1/8;25;;;485754431396929E;;;offline;AF112;AF112-S3;P6;AF112S3 P6;Não
7694;95;2025-06-12 15:39:10.056956;0/1/9;1;;;4857544333121C9D;;;offline;A7F12;A7F12-S1;P1;A7F12S1 P1;Não
7696;95;2025-06-12 15:39:10.619083;0/1/9;3;;;48575443D81F43A3;;;offline;AF12;AF12-S8;P1;AF12S8 P1;Não
7700;95;2025-06-12 15:39:12.770736;0/1/9;4;68:CC:6E:DA:1B:13;;4857544365E52F9A;-20.41;2.07;online;AF12;AF12-S2;P1;AF12S2 P1;Não
8740;95;2025-06-16 09:23:16.254934;0/2/0;0;AC:B3:B5:07:41:9B;;48575443A878379E;-20.86;2.33;online;A8F77;A8F77-S6;P1;A8F77S6 P1;Não
8742;95;2025-06-16 09:23:17.792177;0/2/0;1;CC:BB:FE:73:DD:25;;48575443E567E49D;-21.08;2.2;online;AF77;AF77-S6;P2;AF77S6 P2;Não
8748;95;2025-06-16 09:23:21.937614;0/2/1;0;48:7B:6B:9D:60:B4;;48575443C98BAC3D;-23.66;2.08;online;A8F75;A8F75-S7;P6;A8F75S7 P6;Não
8749;95;2025-06-16 09:23:24.811330;0/2/1;1;A0:8C:F8:4C:5E:0F;;485754434C5E0E93;-20.41;2.06;online;AF75;AF75-S2;P1;AF75S2 P1;Não
8750;95;2025-06-16 09:23:26.404601;0/2/1;2;C8:8D:83:53:6D:EE;;48575443536DED9A;-26.77;2.05;online;AF75;AF75-S6;P13;AF75S6 P13;Não
8751;95;2025-06-16 09:23:27.965150;0/2/1;3;28:68:D2:4C:1D:D1;;48575443FFAB76A6;-24.68;2.3;online;A8F75;A8F75-S6;P2;A8F75S6 P2;Não
8753;95;2025-06-16 09:23:29.576390;0/2/1;4;7C:C3:85:57:3F:4C;;48575443573F4B9E;-20.04;2.27;online;A8F75;A8F75-S6;P3;A8F75S6 P3;Não
8754;95;2025-06-16 09:23:31.508245;0/2/1;5;F4:E5:F2:D0:0E:7A;;48575443E04296A1;-21.87;2.29;online;AF78;AF78-S4;P1;AF78S4 P1;Não
8755;95;2025-06-16 09:23:32.088999;0/2/1;6;;;485754436DF8DE88;;;offline;A8F75;A8F75-S8;P4;A8F75S8 P4;Não
8757;95;2025-06-16 09:23:32.651296;0/2/1;7;;;485754430A12C79E;;;offline;AF78;AF78-S2;P4;AF78S2 P4;Não
8760;95;2025-06-16 09:23:34.240234;0/2/1;8;FC:1B:D1:CC:3B:CA;;48575443A2A12CA3;-24.56;2.32;online;A8F75;A8F75-S7;P2;A8F75S7 P2;Não
8762;95;2025-06-16 09:23:36.744346;0/2/1;9;28:DE:E5:0B:C0:B9;;485754438CED4B4B;-23.87;2.17;online;AF75;AF75-S6;P7;AF75S6 P7;Não
8763;95;2025-06-16 09:23:37.300806;0/2/1;10;;;48575443050D3A93;;;offline;AF75;AF75-S7;P7;AF75S7 P7;Não
8765;95;2025-06-16 09:23:39.206399;0/2/1;11;0C:C6:CC:7D:45:B8;;4857544393FE3C9B;-19.91;2.13;online;AF75;AF75-S7;P4;AF75S7 P4;Não
8768;95;2025-06-16 09:23:40.771810;0/2/1;12;F0:2F:A7:C0:30:6B;;48575443C0306A88;-26.77;2.26;online;A8F75;A8F75-S4;P16;A8F75S4 P16;Não
8771;95;2025-06-16 09:23:42.318718;0/2/1;14;C8:1F:BE:3F:C9:E2;;485754433FC9E180;-19.79;2.05;online;AF75;AF75-S8;P2;AF75S8 P2;Não
8772;95;2025-06-16 09:23:42.861080;0/2/1;15;;;48575443E08DF0A1;;;offline;A8F75;A8F75-S6;P5;A8F75S6 P5;Não
8778;95;2025-06-16 09:23:45.054272;0/2/1;16;38:BC:01:28:C6:EC;;4857544328C6EB92;-20.97;2.27;online;AF75;AF75-S4;P8;AF75S4 P8;Não
8779;95;2025-06-16 09:23:47.567752;0/2/1;17;04:33:89:3B:39:94;;48575443B739E49D;-29.21;2.34;online;AF75;AF75-S4;P10;AF75S4 P10;Não
8780;95;2025-06-16 09:23:49.747854;0/2/1;18;F0:63:F9:61:0A:69;;48575443CCBDAB9D;-24.95;2.19;online;AF75;AF75-S2;P8;AF75S2 P8;Não
8781;95;2025-06-16 09:23:51.300810;0/2/1;19;24:16:6D:49:F9:4D;;48575443B4309E9E;-21.48;2.34;online;AF75;AF75-S4;P2;AF75S4 P2;Não
8785;95;2025-06-16 09:23:56.258581;0/2/11;0;D4:B1:10:46:AE:D6;;485754432E22C8E0;-26.57;2.1;online;AF710;AF710-S7;P3;AF710S7 P3;Não
8787;95;2025-06-16 09:23:57.830228;0/2/11;1;64:13:AB:8D:0A:73;;48575443F6D246AB;-27.21;2.27;online;AF710;AF710-S7;P5;AF710S7 P5;Não
8788;95;2025-06-16 09:23:59.396965;0/2/11;3;38:EB:47:E0:5B:0B;;48575443DB5470A3;-21.42;2.22;online;A8F710;A8F710-S6;P1;A8F710S6 P1;Não
8794;95;2025-06-16 09:24:09.943582;0/2/12;0;88:3F:D3:1E:E7:27;;485754431EE7268B;-23.87;1.89;online;A8F78;A8F78-S1;P1;A8F78S1 P1;Não
