ID;OLT;Hora;F/S/P;ONT ID;MAC;CLIENTE;S/N;RX (dBm);TX (dBm);Status;Primária;Secundária;Porta Sec.;Descrição OLT;Mudanças
8657;95;2025-06-16 09:22:16.079975;0/0/12;18;00:2E:C7:AC:79:07;;4857544351CE519B;-21.94;2.38;online;A7F24;A7F24-S3;P4;A7F24S3 P4;Não
8659;95;2025-06-16 09:22:17.946513;0/0/12;19;7C:C3:85:A7:D7:34;;48575443A7D7339E;-23.18;1.97;online;A7F24;A7F24-S8-A;P8;A7F24S8-A P8;Não
8661;95;2025-06-16 09:22:20.493394;0/0/12;20;7C:C3:85:1E:21:1A;;485754431E21199E;-26.02;2.31;online;A7F24;A7F24-S3;P5;A7F24S3 P5;Não
8610;95;2025-06-16 09:21:45.862142;0/0/13;0;;;485754438C001A2B;;;offline;AF66;AF66-S6;P2;AF66S6 P2;Não
8612;95;2025-06-16 09:21:46.403110;0/0/13;1;;;48575443F551DC9B;;;offline;AF66;AF66-S1;P1;AF66S1 P1;Não
8617;95;2025-06-16 09:21:47.950413;0/0/13;2;50:5D:AC:C0:6B:37;;485754431AC3AA3C;-19.87;2.38;online;A7F66;A7F66-S1;P2;A7F66S1 P2;Não
8629;95;2025-06-16 09:21:57.128859;0/0/14;0;;;485754437D952BA3;;;offline;AF32;AF32-S7-A;P8;AF32S7-A P8;Não
8632;95;2025-06-16 09:21:59.265218;0/0/14;1;C8:8D:83:9C:68:58;;485754439C68579A;-22.0;2.22;online;A7F32;A7F32-S8;P4;A7F32S8 P4;Não
8637;95;2025-06-16 09:22:01.116828;0/0/14;2;C8:8D:83:CA:C9:DC;;48575443CAC9DB9A;-21.13;2.24;online;AF32;AF32-S8;P5;AF32S8 P5;Não
8641;95;2025-06-16 09:22:02.953683;0/0/14;3;CC:BB:FE:EA:31:BB;;48575443ECBF0B9D;-20.91;2.36;online;A7F32;A7F32-S4;P3;A7F32S4 P3;Não
8645;95;2025-06-16 09:22:05.409017;0/0/14;4;A4:BE:2B:21:DD:CC;;48575443DEF8669C;-23.18;2.43;online;A7F32;A7F32-S7;P1;A7F32S7 P1;Não
8646;95;2025-06-16 09:22:05.941501;0/0/14;6;;;485754434EDEDF9A;;;offline;AF32;AF32-S8;P1;AF32S8 P1;Não
8649;95;2025-06-16 09:22:08.120939;0/0/14;9;18:DE:D7:99:F0:30;;4857544399F02F8A;-23.87;2.02;online;A7F32;A7F32-S8;P3;A7F32S8 P3;Não
8651;95;2025-06-16 09:22:09.706325;0/0/14;12;C8:8D:83:D9:7B:32;;48575443D97B319A;-21.55;2.1;online;A7F32;A7F32-S6;P2;A7F32S6 P2;Não
8633;95;2025-06-16 09:21:59.281665;0/0/15;0;7C:C3:85:4C:16:0E;;4857544309F9469E;-21.36;2.1;online;A7F61;A7F61-S4;P1;A7F61S4 P1;Não
8636;95;2025-06-16 09:22:00.831261;0/0/15;1;F4:E5:F2:D5:1E:00;;48575443E08DE6A1;-27.21;2.34;online;A7F61;A7F61-S4;P2;A7F61S4 P2;Não
8640;95;2025-06-16 09:22:02.664720;0/0/15;2;34:B3:54:06:78:D8;;485754432919862F;-19.83;2.18;online;AF61;AF61-S4;P7;AF61S4 P7;Não
8644;95;2025-06-16 09:22:05.200515;0/0/15;3;C0:BF:C0:3B:52:05;;4857544300692E9A;-22.52;2.22;online;AF61;AF61-S4;P6;AF61S4 P6;Não
8648;95;2025-06-16 09:22:07.061053;0/0/15;4;68:CC:6E:2E:1A:12;;4857544357746C9A;-20.17;2.06;online;AF61;AF61-S4;P5;AF61S4 P5;Não
8542;95;2025-06-16 09:21:01.567381;0/0/2;0;48:FD:8E:56:4D:A6;;48575443032A693A;-18.99;2.27;online;A6D23;A6D23-S4-B;P9;A6D23S4-B P9;Não
8546;95;2025-06-16 09:21:03.424319;0/0/2;1;88:66:39:86:74:97;;4857544386749695;-18.47;1.89;online;A6D23;A6D23-S3;P3;A6D23S3 P3;Não
8550;95;2025-06-16 09:21:05.310139;0/0/2;2;B0:08:75:7E:21:E6;;4857544315866792;-21.67;2.41;online;A6D23;A6D23-S3;P7;A6D23S3 P7;Não
8554;95;2025-06-16 09:21:08.058901;0/0/2;3;04:88:5F:46:37:BA;;48575443A662A29B;-18.07;2.25;online;AD23;AD23-S8;P1;AD23S8 P1;Não
8559;95;2025-06-16 09:21:10.212096;0/0/2;4;DC:99:14:5D:28:9F;;485754430A40BA9D;-27.44;2.29;online;A6D23;A6D23-S3;P1;A6D23S3 P1;Não
8562;95;2025-06-16 09:21:11.767993;0/0/2;5;FC:1B:D1:66:CD:5A;;485754437D9339A3;-17.67;1.9;online;A6D23;A6D23-S3;P5;A6D23S3 P5;Não
8565;95;2025-06-16 09:21:13.305880;0/0/2;6;80:41:26:46:CD:48;;48575443811CFF9B;-16.55;2.39;online;A6D23;A6D23-S7;P2;A6D23S7 P2;Não
8568;95;2025-06-16 09:21:14.872941;0/0/2;8;4C:F9:5D:C0:E5:47;;48575443C0E54686;-18.79;1.99;online;A6D23;A6D23-S5;P5;A6D23S5 P5;Não
8570;95;2025-06-16 09:21:16.410391;0/0/2;9;48:FD:8E:96:5F:6D;;48575443965F6C83;-17.26;2.26;online;A6D23;A6D23-S5;P1;A6D23S5 P1;Não
8572;95;2025-06-16 09:21:16.966906;0/0/2;10;;;485754433758CF97;;;offline;A6D23;A6D23-S5;P2;A6D23S5 P2;Não
8574;95;2025-06-16 09:21:19.398676;0/0/2;11;FC:1B:D1:65:A3:63;;485754437D81B2A3;-18.99;2.0;online;A6D23;A6D23-S3;P9;A6D23S3 P9;Não
8575;95;2025-06-16 09:21:21.835453;0/0/2;13;F0:63:F9:D9:59:87;;48575443DA28C59D;-17.35;2.17;online;A6D23;A6D23-S4;P1;A6D23S4 P1;Não
8578;95;2025-06-16 09:21:23.671976;0/0/2;14;C4:B8:B4:40:17:11;;48575443524B5C9D;-20.08;1.9;online;A6D23;A6D23-S5;P3;A6D23S5 P3;Não
8582;95;2025-06-16 09:21:25.529011;0/0/2;15;48:D5:39:A8:AB:75;;48575443A8AB7482;-19.79;2.28;online;A6D23;A6D23-S5;P4;A6D23S5 P4;Não
8586;95;2025-06-16 09:21:27.070617;0/0/2;16;7C:C3:85:8A:76:A8;;485754438A76A79E;-18.96;1.84;online;A6D23;A6D23-S2;P6;A6D23S2 P6;Não
8591;95;2025-06-16 09:21:28.924971;0/0/2;17;24:A5:2C:51:DC:46;;4857544315672692;-22.0;1.98;online;A6D23;A6D23-S3;P8;A6D23S3 P8;Não
8594;95;2025-06-16 09:21:31.071625;0/0/2;18;44:22:7C:01:CF:02;;48575443444824A7;-18.15;2.23;online;A6D23;A6D23-S3;P10;A6D23S3 P10;Não
8596;95;2025-06-16 09:21:34.414699;0/0/2;19;48:D5:39:AD:A6:28;;485754434E94029A;-18.38;2.35;online;A6D23;A6D23-S2;P9;A6D23S2 P9;Não
8598;95;2025-06-16 09:21:34.942649;0/0/2;20;;;485754438C1382CB;;;offline;AD23;AD23-S3;P4;AD23S3 P4;Não
8599;95;2025-06-16 09:21:37.166167;0/0/2;21;70:C7:F2:3A:41:B4;;485754434D1AC79E;-17.3;2.03;online;AD23;AD23-S7;P5;AD23S7 P5;Não
8273;95;2025-06-16 09:14:08.108348;0/0/3;0;60:2E:20:1E:D4:00;;485754430ADFAC9B;-17.62;2.08;online;A6D24;A6D24-S8;P3;A6D24S8 P3;Não
8277;95;2025-06-16 09:14:09.961497;0/0/3;1;CC:BB:FE:EA:91:5B;;48575443ECC4AB9D;-20.55;2.17;online;A6D24;A6D24-S8;P1;A6D24S8 P1;Não
8281;95;2025-06-16 09:14:11.817496;0/0/3;4;88:66:39:C7:79:43;;48575443C7794295;-19.54;1.86;online;AD24;AD24-S5;P3;AD24S5 P3;Não
8285;95;2025-06-16 09:14:13.757354;0/0/3;5;60:DE:F3:7F:96:4E;;485754432AF8338B;-19.32;2.08;online;AD24;AD24-S4;P9;AD24S4 P9;Não
8290;95;2025-06-16 09:14:16.423287;0/0/3;7;A0:8C:F8:0C:68:12;;485754430C681193;-20.22;2.31;online;A6D24;A6D24-S1;P2;A6D24S1 P2;Não
8292;95;2025-06-16 09:14:18.306956;0/0/3;9;28:68:D2:4C:15:95;;48575443FFAAFAA6;-18.92;2.29;online;A6D24;A6D24-S5;P1;A6D24S5 P1;Não
8543;95;2025-06-16 09:21:01.923497;0/0/4;0;0C:C6:CC:CD:56:AF;;485754439CFCBB9B;-17.72;2.02;online;A6D25;A6D25-S2;P7;A6D25S2 P7;Não
8547;95;2025-06-16 09:21:03.475529;0/0/4;2;B4:FB:F9:9E:30:AB;;48575443BA07FF9B;-26.19;1.84;online;A6D25;A6D25-S1;P1;A6D25S1 P1;Não
8551;95;2025-06-16 09:21:05.357932;0/0/4;3;04:33:89:3C:34:87;;48575443B748A79D;-19.66;2.14;online;A6D25;A6D25-S2;P2;A6D25S2 P2;Não
8555;95;2025-06-16 09:21:08.115143;0/0/4;4;C0:BF:C0:5C:A3:E1;;48575443030E9E9A;-17.98;2.15;online;A6D25;A6D25-S4;P2;A6D25S4 P2;Não
8558;95;2025-06-16 09:21:09.950647;0/0/4;5;38:BC:01:F5:E4:D3;;48575443F5E4D292;-25.23;1.88;online;A6D25;A6D25-S5;P1;A6D25S5 P1;Não
8561;95;2025-06-16 09:21:11.524804;0/0/4;6;88:66:39:86:D7:C4;;4857544386D7C395;-22.14;2.12;online;A6D25;A6D25-S1;P2;A6D25S1 P2;Não
8563;95;2025-06-16 09:21:12.115100;0/0/4;7;;;48575443BF1BD09B;;;offline;AD25;AD25-S5;P11;AD25S5 P11;Não
8566;95;2025-06-16 09:21:13.646483;0/0/4;8;F0:2F:A7:B5:77:E9;;48575443B577E888;-18.24;2.28;online;AD25;AD25-S2;P16;AD25S2 P16;Não
8569;95;2025-06-16 09:21:15.205993;0/0/4;9;14:30:04:8F:49:A3;;485754438828919A;-19.06;2.2;online;A6D25;A6D25-S1;P4;A6D25S1 P4;Não
8571;95;2025-06-16 09:21:16.744472;0/0/4;10;FC:BC:D1:EE:49:25;;485754437D7E3E9E;-25.08;2.01;online;A6D25;A6D25-S2;P9;A6D25S2 P9;Não
8573;95;2025-06-16 09:21:18.905094;0/0/4;11;B4:43:26:BA:15:F2;;48575443FEDA149C;-19.03;1.98;online;AD25;AD25-S5;P9;AD25S5 P9;Não
8577;95;2025-06-16 09:21:21.960057;0/0/4;13;F4:E5:F2:CF:EE:78;;48575443E040B4A1;-21.08;2.28;online;A6D25;A6D25-S2;P11;A6D25S2 P11;Não
8580;95;2025-06-16 09:21:23.863728;0/0/4;15;7C:C3:85:52:C0:6E;;485754430A5DA69E;-28.24;2.42;online;A6D24;A6D24-S2;P1;A6D24S2 P1;Não
8583;95;2025-06-16 09:21:25.702434;0/0/4;16;B4:43:26:BA:2B:C8;;48575443FEDBC29C;-17.95;2.1;online;AD25;AD25-S5;P5;AD25S5 P5;Não
8587;95;2025-06-16 09:21:27.256506;0/0/4;18;38:BC:01:F5:E4:C6;;48575443F5E4C592;-19.35;2.01;online;A6D25;A6D25-S5;P4;A6D25S5 P4;Não
8590;95;2025-06-16 09:21:28.808792;0/0/4;19;E8:68:19:E7:60:BE;;485754437BBA309B;-20.7;2.17;online;A6D25;A6D25-S1;P7;A6D25S1 P7;Não
8593;95;2025-06-16 09:21:30.944015;0/0/4;20;C8:1F:BE:B3:77:26;;48575443B3772580;-27.69;2.08;online;A6D25;A6D25-S1;P9;A6D25S1 P9;Não
7864;95;2025-06-12 15:46:55.633711;0/0/5;0;70:79:90:BE:32:DE;;48575443BE32DD8D;-24.95;2.34;online;AF11;AF11-S3;P7;AF11S3 P7;Não
7868;95;2025-06-12 15:46:57.776252;0/0/5;1;38:BC:01:67:82:F4;;485754436782F39A;-20.81;2.04;online;A7F11;A7F11-S1;P2;A7F11S1 P2;Não
7871;95;2025-06-12 15:47:00.568723;0/0/5;2;D0:C6:5B:33:17:4B;;48575443058C6F93;-21.94;2.38;online;A7F11;A7F11-S7;P5;A7F11S7 P5;Não
7872;95;2025-06-12 15:47:01.103672;0/0/5;3;;;48575443CBE6809B;;;offline;AF11;AF11-S7;P9;AF11S7 P9;Não
7875;95;2025-06-12 15:47:03.280144;0/0/5;4;68:CC:6E:6D:16:CA;;485754432C575A9D;-25.68;2.02;online;A7F11;A7F11-S1;P10;A7F11S1 P10;Não
7878;95;2025-06-12 15:47:04.841321;0/0/5;5;34:6A:C2:37:F7:DA;;485754434E7F7E9A;-21.3;1.99;online;AF11;AF11-S7;P10;AF11S7 P10;Não
7881;95;2025-06-12 15:47:06.684042;0/0/5;6;40:EE:DD:EF:00:9C;;485754434E22C09D;-20.13;1.86;online;7F11;7F11-S8;P7;7F11S8 P7;Não
7883;95;2025-06-12 15:47:07.256825;0/0/5;9;;;48575443CDE3629B;;;offline;A7F11;A7F11-S1;P11;A7F11S1 P11;Não
7885;95;2025-06-12 15:47:09.431688;0/0/5;10;00:2E:C7:4B:C4:91;;4857544348B88F9B;-22.0;2.22;online;AF11;AF11-S7;P1;AF11S7 P1;Não
7887;95;2025-06-12 15:47:09.965499;0/0/5;11;;;485754433C2E6C9E;;;offline;A7F11;A7F11-S1;P8;A7F11S1 P8;Não
7888;95;2025-06-12 15:47:10.492547;0/0/5;12;;;48575443EE8D929E;;;offline;AF11;AF11-S7;P8;AF11S7 P8;Não
8576;95;2025-06-16 09:21:21.879794;0/0/6;0;7C:C3:85:52:C0:D4;;485754430A5DAC9E;-22.67;1.93;online;A7F22;A7F22-S8;P1;A7F22S8 P1;Não
8579;95;2025-06-16 09:21:23.720943;0/0/6;1;50:6F:77:AA:05:B6;;48575443CBF34B9B;-21.42;1.93;online;A7F22;A7F22-S3;P15;A7F22S3 P15;Não
8581;95;2025-06-16 09:21:24.262621;0/0/6;2;;;485754431AE2663C;;;offline;AF22;AF22-S3;P4;AF22S3 P4;Não
8585;95;2025-06-16 09:21:26.112636;0/0/6;5;48:43:5A:5E:E3:A4;;485754432A971B9C;-23.98;2.07;online;AF22;AF22-S3;P5;AF22S3 P5;Não
8584;95;2025-06-16 09:21:26.065671;0/0/7;0;F0:2F:A7:B5:75:93;;48575443B5759288;-21.3;2.3;online;A7F23;A7F23-S5;P4;A7F23S5 P4;Não
8588;95;2025-06-16 09:21:27.615809;0/0/7;2;48:8E:EF:9D:F4:57;;4857544361B97F9B;-20.41;2.31;online;A7F23;A7F23-S4;P2;A7F23S4 P2;Não
8589;95;2025-06-16 09:21:28.164081;0/0/7;3;;;485754436F1D5B9A;;;offline;A7F23;A7F23-S4;P1;A7F23S4 P1;Não
8592;95;2025-06-16 09:21:30.297824;0/0/7;4;2C:55:D3:34:DC:25;;485754430C3A3F2F;-20.55;1.98;online;AF23;AF23-S2;P4;AF23S2 P4;Não
8595;95;2025-06-16 09:21:32.127387;0/0/7;5;C8:8D:83:DB:5E:6A;;48575443DB5E6984;-20.0;2.29;online;A7F23;A7F23-S5;P3;A7F23S5 P3;Não
8597;95;2025-06-16 09:21:34.582723;0/0/7;7;3C:15:FB:52:00:B6;;4857544397FE849C;-20.75;2.21;online;AF23;AF23-S4;P1;AF23S4 P1;Não
8170;95;2025-06-12 16:33:27.694259;0/0/8;0;88:3F:D3:54:92:7B;;4857544354927A8B;-16.92;2.02;online;A8F87;A8F87-S5;P1;A8F87S5 P1;Não
8173;95;2025-06-12 16:33:29.543835;0/0/8;1;64:13:AB:8D:16:23;;48575443F6D2F6AB;-20.17;2.32;online;AF87;AF87-S6;P3;AF87S6 P3;Não
8176;95;2025-06-12 16:33:31.215462;0/0/8;2;F8:75:88:D1:9A:83;;485754431A50C73C;-16.57;2.16;online;AF87;AF87-S5;P3;AF87S5 P3;Não
8178;95;2025-06-12 16:33:34.561323;0/0/8;3;3C:15:FB:9A:B1:59;;485754439D0BAE9C;-20.86;1.99;online;AF87;AF87-S6;P1;AF87S6 P1;Não
8180;95;2025-06-12 16:33:35.601190;0/0/8;4;;;48575443A284179B;;;offline;A8F87;A8F87-S5;P7;A8F87S5 P7;Não
8184;95;2025-06-12 16:33:37.235930;0/0/8;5;28:B4:48:DA:5B:B0;;48575443026D8D9B;-19.39;2.18;online;A8F87;A8F87-S5;P8;A8F87S5 P8;Não
8186;95;2025-06-12 16:33:37.806757;0/0/8;6;;;485754431615ABA6;;;offline;AF87;AF87-S3;P1;AF87S3 P1;Não
8187;95;2025-06-12 16:33:38.380027;0/0/8;8;;;48575443C2742E9A;;;offline;AF87;AF87-S8;P2;AF87S8 P2;Não
8189;95;2025-06-12 16:33:38.920564;0/0/8;9;;;485754432F396B7D;;;offline;AF87;AF87-S8;P3;AF87S8 P3;Não
8191;95;2025-06-12 16:33:39.493899;0/0/8;11;;;48575443D81EF7A3;;;offline;AF87;AF87-S5;P2;AF87S5 P2;Não
8600;95;2025-06-16 09:21:38.467941;0/0/9;0;04:27:58:64:40:6E;;485754432A156C9D;-20.75;2.19;online;A7F25;A7F25-S1;P1;A7F25S1 P1;Não
8601;95;2025-06-16 09:21:40.012842;0/0/9;1;38:EB:47:E0:67:ED;;48575443DB5532A3;-22.0;2.21;online;A7F25;A7F25-S7;P1;A7F25S7 P1;Não
8602;95;2025-06-16 09:21:40.550364;0/0/9;2;;;485754434E9E889A;;;offline;A7F25;A7F25-S4;P11;A7F25S4 P11;Não
8604;95;2025-06-16 09:21:42.093612;0/0/9;3;F0:2F:A7:6F:B9:32;;485754436FB93188;-20.31;2.04;online;AF25;AF25-S4;P4;AF25S4 P4;Não
8606;95;2025-06-16 09:21:43.628594;0/0/9;4;48:FD:8E:69:A1:AE;;4857544369A1AD83;-21.42;2.17;online;A7F25;A7F25-S7;P2;A7F25S7 P2;Não
8608;95;2025-06-16 09:21:45.203324;0/0/9;5;08:C0:21:32:04:9B;;485754432AB4B09D;-20.75;1.94;online;AF25;AF25-S1;P4;AF25S1 P4;Não
8613;95;2025-06-16 09:21:47.408607;0/0/9;6;A4:C6:4F:62:9C:A2;;48575443629CA18C;-26.02;2.21;online;A7F25;A7F25-S6;P2;A7F25S6 P2;Não
8616;95;2025-06-16 09:21:47.950066;0/0/9;7;;;485754438D5C59A4;;;offline;A7F25;A7F25-S4;P13;A7F25S4 P13;Não
8618;95;2025-06-16 09:21:48.517860;0/0/9;8;;;485754437573919C;;;offline;AF25;AF25-S4;P14;AF25S4 P14;Não
8620;95;2025-06-16 09:21:51.555169;0/0/9;9;50:6F:77:AA:07:A4;;48575443CBF3719B;-21.55;2.1;online;A7F25;A7F25-S6;P13;A7F25S6 P13;Não
8621;95;2025-06-16 09:21:52.117556;0/0/9;10;;;48575443A653E0AB;;;offline;AF25;AF25-S4;P16;AF25S4 P16;Não
8624;95;2025-06-16 09:21:54.012924;0/0/9;11;48:FD:8E:97:05:06;;4857544397050583;-26.99;2.32;online;A7F25;A7F25-S5;P1;A7F25S5 P1;Não
8626;95;2025-06-16 09:21:55.551844;0/0/9;12;98:35:ED:0D:0B:CB;;4857544326BFA89E;-20.86;2.43;online;7F25;7F25-S6;P14;7F25S6 P14;Não
8628;95;2025-06-16 09:21:57.088529;0/0/9;13;A4:BE:2B:48:83:F3;;48575443E325169C;-23.46;2.24;online;A7F25;A7F25-S7;P4;A7F25S7 P4;Não
8631;95;2025-06-16 09:21:58.956759;0/0/9;15;34:6A:C2:85:A8:DC;;485754432ABCED9D;-26.02;2.42;online;A7F25;A7F25-S6;P11;A7F25S6 P11;Não
8635;95;2025-06-16 09:22:00.813956;0/0/9;16;7C:C3:85:9C:AF:29;;485754439EAF289E;-22.92;2.34;online;A7F25;A7F25-S4;P10;A7F25S4 P10;Não
8639;95;2025-06-16 09:22:02.357414;0/0/9;17;F0:2F:A7:B5:76:49;;48575443B5764888;-24.95;2.19;online;A7F25;A7F25-S1;P2;A7F25S1 P2;Não
8643;95;2025-06-16 09:22:05.199974;0/0/9;18;04:25:C5:C4:61:68;;48575443C4616791;-23.98;2.39;online;A7F25;A7F25-S1;P3;A7F25S1 P3;Não
8364;95;2025-06-16 09:15:08.509179;0/1/0;0;;;485754439DA8009B;;;offline;A7F15;A7F15-S5-B;P9;A7F15S5-B P9;Não
8368;95;2025-06-16 09:15:10.662170;0/1/0;1;7C:C3:85:7F:BE:65;;485754437FBE649E;-24.81;2.12;online;AF15;AF15-S5-B;P12;AF15S5-B P12;Não
8372;95;2025-06-16 09:15:12.506399;0/1/0;2;38:BC:01:90:34:21;;485754439034209A;-25.23;2.27;online;A7F15;A7F15-S4;P7;A7F15S4 P7;Não
8375;95;2025-06-16 09:15:14.658471;0/1/0;3;50:1D:93:58:54:CD;;485754437592F49C;-23.98;2.15;online;A7F15;A7F15-S5-B;P11;A7F15S5-B P11;Não
8378;95;2025-06-16 09:15:16.203891;0/1/0;5;7C:C3:85:87:95:87;;485754438795869E;-23.01;2.19;online;A7F15;A7F15-S5-A;P1;A7F15S5-A P1;Não
8381;95;2025-06-16 09:15:18.041412;0/1/0;6;48:D5:39:C3:C0:0D;;48575443C3C00C82;-21.08;2.15;online;AF15;AF15-S4;P3;AF15S4 P3;Não
8382;95;2025-06-16 09:15:18.574938;0/1/0;7;;;48575443050FAD93;;;offline;AF15;AF15-S2;P5;AF15S2 P5;Não
8384;95;2025-06-16 09:15:20.114560;0/1/0;9;60:2E:20:1E:C2:AA;;485754430ADE6A9B;-25.53;2.21;online;A7F15;A7F15-S2;P4;A7F15S2 P4;Não
8386;95;2025-06-16 09:15:22.580338;0/1/0;10;B4:6E:08:36:52:1E;;485754432E708D70;-22.36;2.17;online;AF15;AF15-S4;P6;AF15S4 P6;Não
7937;95;2025-06-12 15:47:43.156227;0/1/1;1;F0:2F:A7:37:53:07;;4857544337530688;-29.21;2.32;online;A7F16;A7F16-S6;P2;A7F16S6 P2;Não
7941;95;2025-06-12 15:47:45.000439;0/1/1;2;FC:1B:D1:D0:81:84;;485754437DF0E0A3;-22.44;2.16;online;A7F16;A7F16-S4-B;P13;A7F16S4-B P13;Não
8711;95;2025-06-16 09:22:52.061716;0/1/10;1;98:35:ED:08:EB:57;;48575443266E649E;-23.01;2.32;online;AF31;AF31-S1;P2;AF31S1 P2;Não
8714;95;2025-06-16 09:22:53.938531;0/1/10;2;70:79:90:4D:68:B2;;48575443F672253C;-20.75;2.13;online;AF31;AF31-S1;P5;AF31S1 P5;Não
8717;95;2025-06-16 09:22:55.837709;0/1/10;3;38:EB:47:E0:45:10;;48575443DB5325A3;-20.7;2.27;online;AF31;AF31-S1;P6;AF31S1 P6;Não
8720;95;2025-06-16 09:22:56.372135;0/1/10;4;;;4857544334224395;;;offline;AF31;AF31-S3;P6;AF31S3 P6;Não
8730;95;2025-06-16 09:23:05.239003;0/1/11;1;80:D4:A5:61:93:88;;4857544397AF5F5D;-23.46;1.95;online;A7F18;A7F18-S2;P3;A7F18S2 P3;Não
8719;95;2025-06-16 09:22:56.288943;0/1/12;0;50:1D:93:56:92:39;;48575443756DD39C;-20.04;1.96;online;AF65;AF65-S5;P4;AF65S5 P4;Não
8722;95;2025-06-16 09:22:58.204251;0/1/12;1;58:60:5F:DD:19:A5;;48575443A84E799D;-21.42;2.34;online;A7F65;A7F65-S5;P1;A7F65S5 P1;Não
8724;95;2025-06-16 09:23:00.675076;0/1/12;2;A0:F4:79:D4:01:DB;;48575443BB737796;-21.48;1.99;online;AF65;AF65-S8;P4;AF65S8 P4;Não
8726;95;2025-06-16 09:23:02.295877;0/1/12;3;50:1D:93:C1:FD:DF;;485754437F31C99C;-21.94;2.46;online;A7F65;A7F65-S8;P5;A7F65S8 P5;Não
8728;95;2025-06-16 09:23:04.143430;0/1/12;4;CC:BB:FE:A9:9A:1A;;48575443EACB019D;-20.91;2.34;online;AF65;AF65-S8;P6;AF65S8 P6;Não
8732;95;2025-06-16 09:23:07.509728;0/1/13;0;;;48575443761A3FA3;;;offline;AF72;AF72-S2;P6;AF72S2 P6;Não
8734;95;2025-06-16 09:23:09.349459;0/1/13;2;C8:8D:83:C6:33:E2;;48575443C633E184;-17.72;2.25;online;A8F72;A8F72-S2;P7;A8F72S2 P7;Não
8736;95;2025-06-16 09:23:11.564884;0/1/13;3;48:F8:DB:A1:F0:EC;;48575443AD87379A;-22.29;2.26;online;AF72;AF72-S1;P1;AF72S1 P1;Não
8737;95;2025-06-16 09:23:14.042180;0/1/13;5;CC:BB:FE:8D:20:DF;;48575443E787609D;-21.67;2.17;online;A8F72;A8F72-S5;P3;A8F72S5 P3;Não
8739;95;2025-06-16 09:23:15.932100;0/1/13;6;48:F8:DB:EC:1D:0E;;485754438690369B;-18.92;2.25;online;A8F72;A8F72-S8;P2;A8F72S8 P2;Não
8743;95;2025-06-16 09:23:18.081265;0/1/13;7;FC:1B:D1:66:53:C3;;485754437D8C12A3;-18.57;2.09;online;AF72;AF72-S2;P8;AF72S2 P8;Não
8745;95;2025-06-16 09:23:19.957049;0/1/13;9;FC:1B:D1:CC:F9:3F;;48575443A2AC51A3;-19.62;2.24;online;A8F72;A8F72-S2;P5;A8F72S2 P5;Não
8016;95;2025-06-12 15:48:35.930613;0/1/14;0;AC:B3:B5:4A:40:C2;;48575443057F9893;-17.57;2.24;online;A8F83;A8F83-S4;P2;A8F83S4 P2;Não
8018;95;2025-06-12 15:48:36.589080;0/1/14;1;;;485754432A9D099D;;;offline;AF83;AF83-S1;P6;AF83S1 P6;Não
8020;95;2025-06-12 15:48:37.385235;0/1/14;2;;;485754434B54C49E;;;offline;A8F83;A8F83-S2;P2;A8F83S2 P2;Não
8025;95;2025-06-12 15:48:39.780709;0/1/14;3;7C:C3:85:43:BE:9F;;4857544343BE9E9E;-18.63;2.05;online;A8F83;A8F83-S1;P2;A8F83S1 P2;Não
8028;95;2025-06-12 15:48:41.813425;0/1/14;4;AC:75:1D:89:64:B8;;485754437E125A9D;-26.38;1.99;online;A8F83;A8F83-S5;P1;A8F83S5 P1;Não
8033;95;2025-06-12 15:48:43.916746;0/1/14;6;9C:74:6F:98:5F:D1;;48575443413265AC;-17.16;1.98;online;A8F83;A8F83-S1;P7;A8F83S1 P7;Não
8038;95;2025-06-12 15:48:46.515229;0/1/14;7;24:A5:2C:5C:A8:B2;;485754432E8A8130;-19.32;2.31;online;AF83;AF83-S2;P10;AF83S2 P10;Não
8041;95;2025-06-12 15:48:47.063271;0/1/14;8;;;485754434C141C9F;;;offline;A8F83;A8F83-S6;P3;A8F83S6 P3;Não
8042;95;2025-06-12 15:48:47.695615;0/1/14;9;;;485754430B84F19C;;;offline;A8F83;A8F83-S2;P11;A8F83S2 P11;Não
8043;95;2025-06-12 15:48:50.096723;0/1/14;10;7C:C3:85:AD:B6:72;;48575443ADB6719E;-18.57;1.93;online;A8F83;A8F83-S2;P3;A8F83S2 P3;Não
8044;95;2025-06-12 15:48:50.738376;0/1/14;11;;;48575443FFAB2EA6;;;offline;A8F83;A8F83-S8;P7;A8F83S8 P7;Não
8045;95;2025-06-12 15:48:52.327129;0/1/14;12;C8:1F:BE:B3:79:D7;;48575443B379D680;-16.51;2.23;online;A8F83;A8F83-S2;P5;A8F83S2 P5;Não
8046;95;2025-06-12 15:48:52.852530;0/1/14;13;;;485754437087599C;;;offline;BUSCAR_NO_MK;N/A;N/A;BUSCAR_NO_MK;Não
8047;95;2025-06-12 15:48:53.395480;0/1/14;14;;;48575443761AADA3;;;offline;A8F83;A8F83-S2;P7;A8F83S2 P7;Não
8048;95;2025-06-12 15:48:54.006136;0/1/14;15;;;48575443EB10569D;;;offline;AF83;AF83-S1;P9;AF83S1 P9;Não
8049;95;2025-06-12 15:48:54.542643;0/1/14;16;;;485754434E371B9A;;;offline;A8F83;A8F83-S1;P10;A8F83S1 P10;Não
